Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0017148~negative regulation of translation	7	2.681992337164751	6.266877294561723E-4	NM_000368, NM_001159674, NM_024674, NM_001039111, NM_006547, NM_006548, NM_006546	242	83	19157	6.676242158717515	0.6082736812726439	0.6015492533696556	0.6015492533696556
GOTERM_BP_DIRECT	GO:0071363~cellular response to growth factor stimulus	6	2.2988505747126435	8.047481650430175E-4	NM_001111033, NM_000620, NM_001066, NM_001079817, NM_001130916, NM_020327	242	58	19157	8.189085209461386	0.6998829945722691	0.6015492533696556	0.6015492533696556
GOTERM_BP_DIRECT	GO:0032924~activin receptor signaling pathway	4	1.532567049808429	0.0016415937996889915	NM_001111033, NM_001001557, NM_001130916, NM_020327	242	19	19157	16.665506742061766	0.9142397205681899	0.6417139815199822	0.6417139815199822
GOTERM_BP_DIRECT	GO:0016266~O-glycan processing	5	1.9157088122605364	0.001716960485672193	NM_020156, NM_016591, NM_145236, NM_020474, NM_173601	242	41	19157	9.653799637169927	0.9233926341360542	0.6417139815199822	0.6417139815199822
GOTERM_BP_DIRECT	GO:0045821~positive regulation of glycolytic process	4	1.532567049808429	0.0022117777629697215	NM_006252, NM_001079817, NM_001098484, NM_001111284	242	21	19157	15.078315623770168	0.9634936805325061	0.6613215511279468	0.6613215511279468
GOTERM_BP_DIRECT	GO:0001822~kidney development	7	2.681992337164751	0.004479031556560072	NM_020156, NM_207361, NM_000368, NM_015103, NM_153240, NM_007018, NM_001130916	242	122	19157	4.5420335997832275	0.9987827891733476	1.0	1.0
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	10	3.8314176245210727	0.005260039333883189	NM_003749, NM_000875, NM_004263, NM_145687, NM_004852, NM_001079817, NM_017789, NM_012193, NM_001130916, NM_001111284	242	256	19157	3.092232696280992	0.9996234702349648	1.0	1.0
GOTERM_BP_DIRECT	GO:0051897~positive regulation of protein kinase B signaling	7	2.681992337164751	0.0056492400256193094	NM_000875, NM_001838, NM_178812, NM_024674, NM_001079817, NM_001130916, NM_152756	242	128	19157	4.329125774793389	0.9997902427639488	1.0	1.0
GOTERM_BP_DIRECT	GO:0051252~regulation of RNA metabolic process	3	1.1494252873563218	0.006635763484008646	NM_006547, NM_006548, NM_006546	242	10	19157	23.74834710743802	0.9999524404373524	1.0	1.0
GOTERM_BP_DIRECT	GO:0071526~semaphorin-plexin signaling pathway	4	1.532567049808429	0.008826487852914898	NM_004263, NM_015103, NM_017789, NM_020911	242	34	19157	9.313077297034516	0.9999982469960511	1.0	1.0
GOTERM_BP_DIRECT	GO:0032008~positive regulation of TOR signaling	4	1.532567049808429	0.009565696807714592	NM_144775, NM_001008738, NM_024674, NM_152756	242	35	19157	9.046989374262102	0.9999994253784721	1.0	1.0
GOTERM_BP_DIRECT	GO:0097242~beta-amyloid clearance	3	1.1494252873563218	0.01121993102629514	NM_000875, NM_001079817, NM_002445	242	13	19157	18.267959313413858	0.9999999527875001	1.0	1.0
GOTERM_BP_DIRECT	GO:0046326~positive regulation of glucose import	4	1.532567049808429	0.012875790560529694	NM_003749, NM_001079817, NM_006628, NM_001111284	242	39	19157	8.119093028183938	0.9999999961465849	1.0	1.0
GOTERM_BP_DIRECT	GO:0006518~peptide metabolic process	3	1.1494252873563218	0.012982256760361681	NM_019624, NM_001005502, NM_001304	242	14	19157	16.963105076741442	0.9999999967204442	1.0	1.0
GOTERM_BP_DIRECT	GO:0060389~pathway-restricted SMAD protein phosphorylation	3	1.1494252873563218	0.014856450900876846	NM_003243, NM_001001557, NM_001130916	242	15	19157	15.832231404958678	0.9999999998086717	1.0	1.0
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	7	2.681992337164751	0.015035771122450055	NM_000090, NM_139055, NM_007038, NM_007037, NM_000089, NM_016247, NM_000393	242	158	19157	3.507139868187049	0.9999999998542578	1.0	1.0
GOTERM_BP_DIRECT	GO:2000767~positive regulation of cytoplasmic translation	3	1.1494252873563218	0.016839444084620927	NM_001159674, NM_024674, NM_006546	242	16	19157	14.842716942148762	0.9999999999905909	1.0	1.0
GOTERM_BP_DIRECT	GO:0045725~positive regulation of glycogen biosynthetic process	3	1.1494252873563218	0.016839444084620927	NM_003749, NM_001079817, NM_001111284	242	16	19157	14.842716942148762	0.9999999999905909	1.0	1.0
GOTERM_BP_DIRECT	GO:0009411~response to UV	4	1.532567049808429	0.01782535598941306	NM_032991, NM_003618, NM_000124, NM_005236	242	44	19157	7.196468820435762	0.9999999999979005	1.0	1.0
GOTERM_BP_DIRECT	GO:0051028~mRNA transport	5	1.9157088122605364	0.022390399619490815	NM_006267, NM_006547, NM_006548, NM_006546, NM_015117	242	85	19157	4.656538648517258	0.999999999999998	1.0	1.0
